year,fips,covid_cases
2022,39141,20239
2020,39143,3485
2021,39143,10488
2022,39143,14475
2020,39145,4159
2021,39145,13827
2022,39145,21739
2020,39147,3417
2021,39147,9883
2022,39147,13154
2020,39149,3394
2021,39149,8224
2022,39149,11372
2020,39151,20078
2021,39151,62411
2022,39151,84090
2020,39153,27614
2021,39153,89725
2022,39153,121327
2020,39155,10716
2021,39155,31696
2022,39155,44045
2020,39157,6103
2021,39157,16247
2022,39157,21360
2020,39159,3519
2021,39159,10733
2022,39159,16722
2020,39161,1696
2021,39161,5077
2022,39161,6926
2020,39163,501
2021,39163,2063
2022,39163,3026
2020,39165,15502
2021,39165,40358
2022,39165,61457
2020,39167,2932
2021,39167,9256
2022,39167,12896
2020,39169,5752
2021,39169,17866
2022,39169,24308
2020,39171,2255
2021,39171,7106
2022,39171,9406
2020,39173,8183
2021,39173,22583
2022,39173,33431
2020,39175,1608
2021,39175,4162
2022,39175,5579
2020,40001,1820
2021,40001,5150
2022,40001,8111
2020,40003,923
2021,40003,1425
2022,40003,1725
2020,40005,1288
2021,40005,2827
2022,40005,3964
2020,40007,302
2021,40007,672
2022,40007,991
2020,40009,1948
2021,40009,4248
2022,40009,6037
2020,40011,647
2021,40011,1702
2022,40011,2480
2020,40013,3904
2021,40013,9385
2022,40013,13887
2020,40015,2757
2021,40015,5640
2022,40015,8378
2020,40017,10486
2021,40017,25428
2022,40017,40852
2020,40019,2685
2021,40019,9625
2022,40019,14610
2020,40021,3605
2021,40021,9429
2022,40021,14858
2020,40023,1070
2021,40023,2869
2022,40023,4079
2020,40025,103
2021,40025,417
2022,40025,575
2020,40027,18898
2021,40027,47093
2022,40027,81975
2020,40029,466
2021,40029,1105
2022,40029,1700
2020,40031,6857
2021,40031,22094
2022,40031,33498
2020,40033,416
2021,40033,1028
2022,40033,1470
2020,40035,1434
2021,40035,3342
2022,40035,4881
2020,40037,4032
2021,40037,12165
2022,40037,18585
2020,40039,2928
2021,40039,5704
2022,40039,8102
2020,40041,2873
2021,40041,7926
2022,40041,11367
2020,40043,404
2021,40043,769
2022,40043,1075
2020,40045,306
2021,40045,556
2022,40045,824
2020,40047,5371
2021,40047,10966
2022,40047,15395
2020,40049,2279
2021,40049,5143
2022,40049,7167
2020,40051,3808
2021,40051,9044
2022,40051,13983
2020,40053,380
2021,40053,741
2022,40053,1046
2020,40055,375
2021,40055,840
2022,40055,1318
2020,40057,199
2021,40057,404
2022,40057,528
2020,40059,343
2021,40059,551
2022,40059,730
2020,40061,851
2021,40061,1934
2022,40061,2831
2020,40063,814
2021,40063,1836
2022,40063,2609
2020,40065,2323
2021,40065,4410
2022,40065,6675
2020,40067,430
2021,40067,978
2022,40067,1352
2020,40069,827
2021,40069,2044
2022,40069,3067
2020,40071,3232
2021,40071,8465
2022,40071,12540
2020,40073,1353
2021,40073,2763
2022,40073,4218
2020,40075,527
2021,40075,1245
2022,40075,1977
2020,40077,515
2021,40077,1633
2022,40077,2296
2020,40079,3504
2021,40079,8753
2022,40079,12698
2020,40081,2080
2021,40081,5272
2022,40081,8038
2020,40083,2524
2021,40083,6686
2022,40083,11190
2020,40085,894
2021,40085,2075
2022,40085,3155
2020,40087,3514
2021,40087,8112
2022,40087,11981
2020,40089,2903
2021,40089,5944
2022,40089,8153
2020,40091,1287
2021,40091,3064
2022,40091,4934
2020,40093,711
2021,40093,1467
2022,40093,2484
2020,40095,1111
2021,40095,2959
2022,40095,4648
2020,40097,2505
2021,40097,7280
2022,40097,10616
2020,40099,1146
2021,40099,2837
2022,40099,4235
2020,40101,6456
2021,40101,14243
2022,40101,20355
2020,40103,972
2021,40103,2022
2022,40103,3079
2020,40105,672
2021,40105,1956
2022,40105,2823
2020,40107,1395
2021,40107,2503
2022,40107,3559
2020,40109,57401
2021,40109,130316
2022,40109,205428
2020,40111,2549
2021,40111,6606
2022,40111,9796
2020,40113,2968
2021,40113,7556
2022,40113,11266
2020,40115,2691
2021,40115,6667
2022,40115,9419
2020,40117,1046
2021,40117,2900
2022,40117,4197
2020,40119,5793
2021,40119,12814
2022,40119,18948
2020,40121,2961
2021,40121,7275
2022,40121,10985
2020,40123,3045
2021,40123,7425
2022,40123,12382
2020,40125,5471
2021,40125,13389
2022,40125,21102
2020,40127,612
2021,40127,1883
2022,40127,2695
2020,40129,253
2021,40129,686
2022,40129,906
2020,40131,6487
2021,40131,17331
2022,40131,26028
2020,40133,1798
2021,40133,4179
2022,40133,6213
2020,40135,2429
2021,40135,7130
2022,40135,10828
2020,40137,2980
2021,40137,8217
2022,40137,11466
2020,40139,2926
2021,40139,4507
2022,40139,6058
2020,40141,538
2021,40141,1081
2022,40141,1551
2020,40143,47575
2021,40143,117450
2022,40143,176831
2020,40145,4567
2021,40145,13729
2022,40145,22500
2020,40147,3100
2021,40147,9041
2022,40147,12972
2020,40149,748
2021,40149,1739
2022,40149,2677
2020,40151,960
2021,40151,1783
2022,40151,2381
2020,40153,2457
2021,40153,4194
2022,40153,5265
2020,41001,460
2021,41001,2310
2022,41001,3204
2020,41003,1323
2021,41003,6767
2022,41003,15102
2020,41005,9917
2021,41005,35476
2022,41005,59978
2020,41007,549
2021,41007,2830
2022,41007,4596
2020,41009,828
2021,41009,4755
2022,41009,7554
2020,41011,748
2021,41011,6396
2022,41011,10647
2020,41013,443
2021,41013,3650
2022,41013,6036
2020,41015,277
2021,41015,2006
2022,41015,3340
2020,41017,3927
2021,41017,26067
2022,41017,45881
2020,41019,1366
2021,41019,14269
2022,41019,19726
2020,41021,37
2021,41021,197
2022,41021,283
2020,41023,170
2021,41023,1174
2022,41023,1670
2020,41025,131
2021,41025,1254
2022,41025,1601
2020,41027,801
2021,41027,2304
2022,41027,3548
2020,41029,5780
2021,41029,26640
2022,41029,42608
2020,41031,1392
2021,41031,4437
2022,41031,7214
2020,41033,1165
2021,41033,10997
2022,41033,16314
2020,41035,1874
2021,41035,9396
2022,41035,14094
2020,41037,195
2021,41037,1081
2022,41037,1403
2020,41039,6809
2021,41039,32273
2022,41039,57237
2020,41041,870
2021,41041,3915
2022,41041,7000
2020,41043,2597
2021,41043,15971
2022,41043,26383
2020,41045,2863
2021,41045,6040
2022,41045,8203
2020,41047,13741
2021,41047,42126
2022,41047,68793
2020,41049,805
2021,41049,2049
2022,41049,2950
2020,41051,24959
2021,41051,65814
2022,41051,113186
2020,41053,1939
2021,41053,8857
2022,41053,15243
2020,41055,31
2021,41055,201
2022,41055,318
2020,41057,303
2021,41057,2382
2022,41057,3645
2020,41059,5497
2021,41059,15664
2022,41059,22327
2020,41061,977
2021,41061,3528
2022,41061,5016
2020,41063,76
2021,41063,787
2022,41063,1251
2020,41065,894
2021,41065,3322
2022,41065,5119
2020,41067,15887
2021,41067,45682
2022,41067,85081
2020,41069,17
2021,41069,139
2022,41069,242
2020,41071,2612
2021,41071,10507
2022,41071,17722
2020,42001,4477
2021,42001,18097
2022,42001,26434
2020,42003,52998
2021,42003,174116
2022,42003,291095
2020,42005,3355
2021,42005,11826
2022,42005,15946
2020,42007,8294
2021,42007,29515
2022,42007,42726
2020,42009,2926
2021,42009,8699
2022,42009,11375
2020,42011,23154
2021,42011,75542
2022,42011,108531
2020,42013,7827
2021,42013,22902
2022,42013,30943
2020,42015,3021
2021,42015,10691
2022,42015,17191
2020,42017,30101
2021,42017,90889
2022,42017,134394
2020,42019,9191
2021,42019,32618
2022,42019,47410
2020,42021,8703
2021,42021,25269
2022,42021,36356
2020,42023,141
2021,42023,644
2022,42023,870
2020,42025,2719
2021,42025,11733
2022,42025,16983
2020,42027,8910
2021,42027,25892
2022,42027,37898
2020,42029,20185
2021,42029,65963
2022,42029,101370
2020,42031,2004
2021,42031,6500
2022,42031,8637
2020,42033,3956
2021,42033,14412
2022,42033,20359
2020,42035,1897
2021,42035,6747
2022,42035,9611
2020,42037,2695
2021,42037,10895
2022,42037,16319
2020,42039,4809
2021,42039,15075
2022,42039,21058
2020,42041,10305
2021,42041,36561
2022,42041,54357
2020,42043,13732
2021,42043,43415
2022,42043,62476
2020,42045,29371
2021,42045,77947
2022,42045,121138
2020,42047,1375
2021,42047,5322
2022,42047,7457
2020,42049,11500
2021,42049,41026
2022,42049,61643
2020,42051,7078
2021,42051,22880
2022,42051,32716
2020,42053,299
2021,42053,1850
2022,42053,2302
2020,42055,8570
2021,42055,29444
2022,42055,42548
2020,42057,684
2021,42057,3124
2022,42057,4274
2020,42059,1659
2021,42059,6327
2022,42059,8912
2020,42061,3040
2021,42061,8443
2022,42061,11996
2020,42063,3911
2021,42063,12441
2022,42063,18513
2020,42065,1872
2021,42065,6849
2022,42065,9479
2020,42067,1337
2021,42067,3797
2022,42067,4932
2020,42069,8643
2021,42069,29398
2022,42069,48187
2020,42071,27646
2021,42071,90442
2022,42071,128185
2020,42073,4209
2021,42073,14431
2022,42073,19820
2020,42075,8716
2021,42075,27038
2022,42075,38554
2020,42077,20031
2021,42077,62899
2022,42077,96084
2020,42079,16998
2021,42079,52874
2022,42079,79809
2020,42081,5913
2021,42081,21667
2022,42081,30219
2020,42083,1646
2021,42083,6304
2022,42083,8586
2020,42085,5863
2021,42085,18058
2022,42085,24546
2020,42087,3389
2021,42087,9192
2022,42087,12742
2020,42089,5993
2021,42089,25739
2022,42089,40312
2020,42091,35592
2021,42091,108900
2022,42091,170052
2020,42093,1083
2021,42093,3269
2022,42093,4934
2020,42095,16380
2021,42095,57829
2022,42095,85862
2020,42097,4754
2021,42097,16961
2022,42097,24196
2020,42099,1698
2021,42099,6788
2022,42099,9165
2020,42101,87329
2021,42101,221806
2022,42101,335643
2020,42103,1401
2021,42103,7101
2022,42103,11170
2020,42105,573
2021,42105,2574
2022,42105,3400
2020,42107,7717
2021,42107,26007
2022,42107,36341
2020,42109,1863
2021,42109,6239
2022,42109,8453
2020,42111,4746
2021,42111,13975
2022,42111,19520
2020,42113,143
2021,42113,796
2022,42113,1146
2020,42115,1007
2021,42115,5702
2022,42115,8579
2020,42117,1898
2021,42117,6207
2022,42117,8689
2020,42119,2850
2021,42119,8948
2022,42119,12222
2020,42121,2332
2021,42121,8932
2022,42121,11876
2020,42123,1460
2021,42123,5594
2022,42123,8012
2020,42125,8798
2021,42125,35004
2022,42125,54526
2020,42127,1796
2021,42127,7543
2022,42127,11027
2020,42129,19070
2021,42129,58808
2022,42129,85015
2020,42131,780
2021,42131,3764
2022,42131,5574
2020,42133,22920
2021,42133,84916
2022,42133,125562
2020,44001,2403
2021,44001,7660
2022,44001,15533
2020,44003,9901
2021,44003,29360
2022,44003,54825
2020,44005,2595
2021,44005,11558
2022,44005,23012
2020,44007,58946
2021,44007,138925
2022,44007,242861
2020,44009,4482
2021,44009,18649
2022,44009,37414
2020,45001,1265
2021,45001,4234
2022,45001,6655
2020,45003,9036
2021,45003,28698
2022,45003,41767
2020,45005,507
2021,45005,1399
2022,45005,2093
2020,45007,11889
2021,45007,39779
2022,45007,58025
2020,45009,948
2021,45009,2234
2022,45009,3446
2020,45011,1437
2021,45011,4039
2022,45011,5834
2020,45013,9429
2021,45013,28697
2022,45013,43530
2020,45015,9003
2021,45015,33011
2022,45015,52240
2020,45017,796
2021,45017,1849
2022,45017,2799
2020,45019,23874
2021,45019,71118
2022,45019,112905
2020,45021,3014
2021,45021,10636
2022,45021,14761
2020,45023,2219
2021,45023,6942
2022,45023,10134
2020,45025,2307
2021,45025,8056
2022,45025,11836
2020,45027,1804
2021,45027,5428
2022,45027,8776
2020,45029,1900
2021,45029,5937
2022,45029,8913
2020,45031,4495
2021,45031,12815
2022,45031,18939
2020,45033,2329
2021,45033,6678
2022,45033,9729
2020,45035,8181
2021,45035,36254
2022,45035,56325
2020,45037,1534
2021,45037,4704
2022,45037,6779
2020,45039,1355
2021,45039,3542
2022,45039,6007
2020,45041,10361
2021,45041,28320
2022,45041,41861
2020,45043,3888
2021,45043,10329
2022,45043,15958
2020,45045,36838
2021,45045,113552
2022,45045,173338
2020,45047,4205
2021,45047,13616
2022,45047,22607
2020,45049,1074
2021,45049,3242
2022,45049,5024
2020,45051,20062
2021,45051,66648
2022,45051,97534
2020,45053,1326
2021,45053,4098
2022,45053,5924
2020,45055,3846
2021,45055,13195
2022,45055,21623
2020,45057,5158
2021,45057,17531
2022,45057,25276
2020,45059,3563
2021,45059,12552
2022,45059,18667
2020,45061,1185
2021,45061,2810
2022,45061,4272
2020,45063,16446
2021,45063,58697
2022,45063,96569
2020,45065,470
2021,45065,1476
2022,45065,2244
2020,45067,1931
2021,45067,5710
2022,45067,8564
2020,45069,1886
2021,45069,5118
2022,45069,7880
2020,45071,2766
2021,45071,8058
2022,45071,13355
2020,45073,5192
2021,45073,16863
2022,45073,24348
2020,45075,5032
2021,45075,15459
2022,45075,23425
2020,45077,10131
2021,45077,29785
2022,45077,46111
2020,45079,26050
2021,45079,74853
2022,45079,123578
2020,45081,988
2021,45081,2672
2022,45081,3968
2020,45083,19613
2021,45083,65641
2022,45083,95357
2020,45085,5477
2021,45085,17795
2022,45085,28100
2020,45087,1542
2021,45087,5062
2022,45087,7750
2020,45089,2184
2021,45089,5853
2022,45089,8557
2020,45091,14939
2021,45091,51274
2022,45091,78263
2020,46003,412
2021,46003,602
2022,46003,814
2020,46005,2502
2021,46005,3719
2022,46005,4749
2020,46007,354
2021,46007,533
2022,46007,804
2020,46009,1476
2021,46009,1851
2022,46009,2313
2020,46011,2956
2021,46011,5745
2022,46011,8379
2020,46013,4399
2021,46013,7660
2022,46013,10525
2020,46015,627
2021,46015,1054
2022,46015,1464
2020,46017,410
2021,46017,475
2022,46017,622
2020,46019,877
2021,46019,2142
2022,46019,2830
2020,46021,115
2021,46021,210
2022,46021,270
2020,46023,1109
2021,46023,2131
2022,46023,2989
2020,46025,312
2021,46025,602
2022,46025,820
2020,46027,1623
2021,46027,2452
2022,46027,3562
2020,46029,3421
2021,46029,6434
2022,46029,8730
2020,46031,448
2021,46031,769
2022,46031,1080
2020,46033,672
2021,46033,1522
2022,46033,2155
2020,46035,2707
2021,46035,4518
2022,46035,6023
2020,46037,529
2021,46037,939
2022,46037,1315
2020,46039,411
2021,46039,815
2022,46039,1059
2020,46041,1262
2021,46041,2222
2022,46041,3140
2020,46043,381
2021,46043,588
2022,46043,695
2020,46045,362
2021,46045,709
2022,46045,963
2020,46047,451
2021,46047,1282
2022,46047,1955
2020,46049,313
2021,46049,467
2022,46049,588
2020,46051,821
2021,46051,1540
2022,46051,2095
2020,46053,482
2021,46053,848
2022,46053,1078
2020,46055,233
2021,46055,353
2022,46055,469
2020,46057,603
2021,46057,1210
2022,46057,1586
2020,46059,312
2021,46059,440
2022,46059,578
2020,46061,311
2021,46061,509
2022,46061,665
2020,46063,89
2021,46063,170
2022,46063,209
2020,46065,2009
2021,46065,3575
2022,46065,4421
2020,46067,697
2021,46067,1337
2022,46067,1792
2020,46069,132
2021,46069,234
2022,46069,313
2020,46071,262
2021,46071,436
2022,46071,644
2020,46073,259
2021,46073,335
2022,46073,420
2020,46075,67
2021,46075,151
2022,46075,179
2020,46077,537
2021,46077,1023
2022,46077,1362
2020,46079,1015
2021,46079,1841
2022,46079,2372
2020,46081,2541
2021,46081,4931
2022,46081,6824
2020,46083,6758
2021,46083,11841
2022,46083,15894
2020,46085,524
2021,46085,897
2022,46085,1227
2020,46087,517
2021,46087,1093
2022,46087,1356
2020,46089,180
2021,46089,361
2022,46089,436
2020,46091,260
2021,46091,563
2022,46091,806
2020,46093,2222
2021,46093,5181
2022,46093,7299
2020,46095,216
2021,46095,373
2022,46095,529
2020,46097,225
2021,46097,381
2022,46097,474
2020,46099,24896
2021,46099,43260
2022,46099,58513
2020,46101,531
2021,46101,979
2022,46101,1427
2020,46102,1924
2021,46102,2671
2022,46102,4036
2020,46103,11117
2021,46103,23801
2022,46103,34182
2020,46105,284
2021,46105,547
2022,46105,720
2020,46107,300
2021,46107,518
2022,46107,707
2020,46109,977
2021,46109,1763
2022,46109,2469
2020,46111,304
2021,46111,452
2022,46111,592
2020,46115,698
2021,46115,1153
2022,46115,1441
2020,46117,278
2021,46117,521
2022,46117,648
2020,46119,111
2021,46119,203
2022,46119,249
2020,46121,1151
2021,46121,1975
2022,46121,3023
2020,46123,624
2021,46123,983
2022,46123,1435
2020,46125,964
2021,46125,1536
2022,46125,2011
2020,46127,1593
2021,46127,3042
2022,46127,4075
2020,46129,614
2021,46129,1015
2022,46129,1364
2020,46135,2510
2021,46135,4425
2022,46135,6091
2020,46137,291
2021,46137,487
2022,46137,668
2020,47001,5690
2021,47001,14409
2022,47001,22095
2020,47003,4474
2021,47003,10042
2022,47003,14961
2020,47005,1198
2021,47005,3153
2022,47005,4515
2020,47007,1567
2021,47007,3657
2022,47007,4661
2020,47009,10451
2021,47009,25852
2022,47009,39149
2020,47011,9013
2021,47011,23701
2022,47011,33143
2020,47013,2725
2021,47013,8026
2022,47013,12231
2020,47015,1356
2021,47015,2991
2022,47015,4202
2020,47017,2696
2021,47017,6129
2022,47017,8957
2020,47019,4567
2021,47019,11672
2022,47019,16491
2020,47021,2819
2021,47021,7700
2022,47021,10913
2020,47023,1488
2021,47023,3806
2022,47023,5848
2020,47025,1656
2021,47025,6134
2022,47025,9105
2020,47027,869
2021,47027,1649
2022,47027,2293
2020,47029,2826
2021,47029,8241
2022,47029,11586
2020,47031,4829
2021,47031,11365
2022,47031,16947
2020,47033,1642
2021,47033,3503
2022,47033,5183
2020,47035,4387
2021,47035,12041
2022,47035,16112
2020,47037,61440
2021,47037,135941
2022,47037,192129
2020,47039,1317
2021,47039,2567
2022,47039,3732
2020,47041,2046
2021,47041,4496
2022,47041,6279
2020,47043,4571
2021,47043,11314
2022,47043,15889
2020,47045,4244
2021,47045,8570
2022,47045,12797
2020,47047,3374
2021,47047,8248
2022,47047,11430
2020,47049,1886
2021,47049,4033
2022,47049,5699
2020,47051,3499
2021,47051,8630
2022,47051,12867
2020,47053,4954
2021,47053,11335
2022,47053,17415
2020,47055,2611
2021,47055,6463
2022,47055,9412
2020,47057,1760
2021,47057,4797
2022,47057,6780
2020,47059,5475
2021,47059,15255
2022,47059,22066
2020,47061,1196
2021,47061,3033
2022,47061,3986
2020,47063,5741
2021,47063,14070
2022,47063,19709
2020,47065,27880
2021,47065,69890
2022,47065,100018
2020,47067,328
2021,47067,1399
2022,47067,2011
2020,47069,2814
2021,47069,5462
2022,47069,7595
2020,47071,2645
2021,47071,5949
2022,47071,8751
2020,47073,3574
2021,47073,11519
2022,47073,16663
2020,47075,2188
2021,47075,4106
2022,47075,6179
2020,47077,2920
2021,47077,6101
2022,47077,9131
2020,47079,2309
2021,47079,5847
2022,47079,8268
2020,47081,1989
2021,47081,5030
2022,47081,6831
2020,47083,800
2021,47083,2003
2022,47083,2678
2020,47085,1169
2021,47085,3527
2022,47085,4841
2020,47087,1008
2021,47087,2230
2022,47087,3205
2020,47089,3868
2021,47089,10836
2022,47089,15724
2020,47091,1758
2021,47091,4207
2022,47091,5167
2020,47093,32574
2021,47093,85554
2022,47093,127636
2020,47095,1392
2021,47095,2065
2022,47095,2747
2020,47097,2576
2021,47097,5410
2022,47097,7743
2020,47099,4323
2021,47099,10163
2022,47099,14295
2020,47101,1148
2021,47101,2628
2022,47101,3570
2020,47103,3213
2021,47103,7038
2022,47103,9980
2020,47105,4044
2021,47105,9928
2022,47105,14496
2020,47107,4358
2021,47107,11183
2022,47107,16680
2020,47109,2009
2021,47109,5010
2022,47109,7651
2020,47111,2650
2021,47111,5914
2022,47111,8447
2020,47113,7989
2021,47113,19389
2022,47113,30025
2020,47115,2006
2021,47115,6132
2022,47115,8857
2020,47117,2797
2021,47117,7344
2022,47117,10369
2020,47119,9113
2021,47119,20925
2022,47119,29020
2020,47121,924
2021,47121,2365
2022,47121,3390
2020,47123,3844
2021,47123,10353
2022,47123,14591
2020,47125,11380
2021,47125,36010
2022,47125,50256
2020,47127,713
2021,47127,1524
2022,47127,2238
2020,47129,1600
2021,47129,4109
2022,47129,6190
2020,47131,3663
2021,47131,7383
2022,47131,10765
2020,47133,2216
2021,47133,5213
2022,47133,7142
2020,47135,854
2021,47135,1706
2022,47135,2329
2020,47137,571
2021,47137,1168
2022,47137,1768
2020,47139,1149
2021,47139,3386
2022,47139,4735
2020,47141,8356
2021,47141,17874
2022,47141,25114
2020,47143,3055
2021,47143,7410
2022,47143,9981
2020,47145,4204
2021,47145,10791
2022,47145,15794
2020,47147,6565
2021,47147,15304
2022,47147,21555
2020,47149,28270
2021,47149,68185
2022,47149,95804
2020,47151,2171
2021,47151,6070
2022,47151,9040
2020,47153,1091
2021,47153,3206
2022,47153,4218
2020,47155,8775
2021,47155,22006
2022,47155,30322
2020,47157,66471
2021,47157,165757
2022,47157,235846
2020,47159,2045
2021,47159,4431
2022,47159,6163
2020,47161,877
2021,47161,2333
2022,47161,3288
2020,47163,10686
2021,47163,30945
2022,47163,45881
2020,47165,15849
2021,47165,38033
2022,47165,53214
2020,47167,5364
2021,47167,12806
2022,47167,17622
2020,47169,2167
2021,47169,3337
2022,47169,4228
2020,47171,1412
2021,47171,3426
2022,47171,5176
2020,47173,1246
2021,47173,3694
2022,47173,5399
2020,47175,590
2021,47175,1362
2022,47175,1848
2020,47177,4301
2021,47177,9131
2022,47177,12998
2020,47179,9907
2021,47179,25290
2022,47179,38629
2020,47181,2419
2021,47181,4283
2022,47181,5695
2020,47183,3086
2021,47183,6769
2022,47183,9525
2020,47185,2680
2021,47185,5978
2022,47185,8229
2020,47187,17659
2021,47187,44659
2022,47187,62187
2020,47189,12305
2021,47189,29941
2022,47189,41683
2020,48001,4510
2021,48001,8240
2022,48001,9806
2020,48003,1405
2021,48003,3067
2022,48003,3923
2020,48005,5370
2021,48005,14027
2022,48005,15682
2020,48007,722
2021,48007,2697
2022,48007,4426
2020,48009,541
2021,48009,1398
2022,48009,2310
2020,48011,106
2021,48011,343
2022,48011,570
2020,48013,2908
2021,48013,8960
2022,48013,14009
2020,48015,1021
2021,48015,3927
2022,48015,6101
2020,48017,719
2021,48017,1123
2022,48017,1644
2020,48019,568
2021,48019,2545
2022,48019,3772
2020,48021,3720
2021,48021,15008
2022,48021,23014
2020,48023,202
2021,48023,606
2022,48023,831
2020,48025,2649
2021,48025,5476
2022,48025,8673
2020,48027,12621
2021,48027,40806
2022,48027,70132
2020,48029,114362
2021,48029,339887
2022,48029,593993
2020,48031,279
2021,48031,1389
2022,48031,2694
2020,48033,18
2021,48033,47
2022,48033,103
2020,48035,784
2021,48035,2591
2022,48035,4209
2020,48037,3887
2021,48037,13565
2022,48037,20788
2020,48039,20918
2021,48039,66632
2022,48039,99955
2020,48041,14077
2021,48041,40712
2022,48041,63624
2020,48043,871
2021,48043,1115
2022,48043,1118
2020,48045,89
2021,48045,262
2022,48045,474
2020,48047,593
2021,48047,1155
2022,48047,1718
2020,48049,2695
2021,48049,7413
2022,48049,12290
2020,48051,931
2021,48051,3390
2022,48051,5152
2020,48053,1943
2021,48053,7846
2022,48053,11535
2020,48055,2371
2021,48055,8919
2022,48055,15114
2020,48057,1198
2021,48057,3984
2022,48057,5984
2020,48059,788
2021,48059,2006
2022,48059,3019
2020,48061,29412
2021,48061,68329
2022,48061,112285
2020,48063,758
2021,48063,2204
2022,48063,2921
2020,48065,285
2021,48065,932
2022,48065,1552
2020,48067,1278
2021,48067,4790
2022,48067,7423
2020,48069,777
2021,48069,1483
2022,48069,2355
2020,48071,2627
2021,48071,9208
2022,48071,10858
2020,48073,3026
2021,48073,6951
2022,48073,8152
2020,48075,1202
2021,48075,1869
2022,48075,2679
2020,48077,701
2021,48077,1644
2022,48077,2209
2020,48079,202
2021,48079,524
2022,48079,894
2020,48081,387
2021,48081,712
2022,48081,880
2020,48083,385
2021,48083,1244
2022,48083,1679
2020,48085,47757
2021,48085,141074
2022,48085,227880
2020,48087,207
2021,48087,474
2022,48087,727
2020,48089,1012
2021,48089,2724
2022,48089,3936
2020,48091,6168
2021,48091,21406
2022,48091,36679
2020,48093,993
2021,48093,2426
2022,48093,3753
2020,48095,209
2021,48095,793
2022,48095,1137
2020,48097,2284
2021,48097,5394
2022,48097,7539
2020,48099,3481
2021,48099,11088
2022,48099,18165
2020,48101,150
2021,48101,257
2022,48101,328
2020,48103,503
2021,48103,1002
2022,48103,1312
2020,48105,514
2021,48105,808
2022,48105,1109
2020,48107,333
2021,48107,1132
2022,48107,1920
2020,48109,309
2021,48109,418
2022,48109,518
2020,48111,459
2021,48111,1425
2022,48111,2188
2020,48113,189252
2021,48113,436400
2022,48113,595233
2020,48115,1422
2021,48115,2291
2022,48115,3021
2020,48117,2273
2021,48117,3732
2022,48117,4898
2020,48119,143
2021,48119,736
2022,48119,1852
2020,48121,38094
2021,48121,116830
2022,48121,179052
2020,48123,1427
2021,48123,3049
2022,48123,6631
2020,48125,120
2021,48125,280
2022,48125,466
2020,48127,623
2021,48127,3867
2022,48127,5886
2020,48129,230
2021,48129,729
2022,48129,1165
2020,48131,870
2021,48131,2034
2022,48131,3557
2020,48133,815
2021,48133,2346
2022,48133,2852
2020,48135,11543
2021,48135,28114
2022,48135,38012
2020,48137,183
2021,48137,343
2022,48137,492
2020,48139,12893
2021,48139,35546
2022,48139,50611
2020,48141,98017
2021,48141,167363
2022,48141,218162
2020,48143,2981
2021,48143,6616
2022,48143,8910
2020,48145,1177
2021,48145,2651
2022,48145,3867
2020,48147,1854
2021,48147,5233
2022,48147,7048
2020,48149,1277
2021,48149,3746
2022,48149,4924
2020,48151,218
2021,48151,457
2022,48151,616
2020,48153,517
2021,48153,1320
2022,48153,1983
2020,48155,69
2021,48155,189
2022,48155,217
2020,48157,35705
2021,48157,114766
2022,48157,206690
2020,48159,433
2021,48159,1460
2022,48159,2269
2020,48161,910
2021,48161,2846
2022,48161,3927
2020,48163,1784
2021,48163,4261
2022,48163,6091
2020,48165,1232
2021,48165,2212
2022,48165,2225
2020,48167,21117
2021,48167,69471
2022,48167,103042
2020,48169,255
2021,48169,767
2022,48169,1296
2020,48171,1393
2021,48171,3792
2022,48171,5601
2020,48173,91
2021,48173,163
2022,48173,206
2020,48175,282
2021,48175,681
2022,48175,1271
2020,48177,1626
2021,48177,3643
2022,48177,4843
2020,48179,1673
2021,48179,4372
2022,48179,6291
2020,48181,6544
2021,48181,17115
2022,48181,27722
2020,48183,6752
2021,48183,19691
2022,48183,23657
2020,48185,1777
2021,48185,5533
2022,48185,8830
2020,48187,6873
2021,48187,25841
2022,48187,39941
2020,48189,5120
2021,48189,8368
2022,48189,6730
2020,48191,216
2021,48191,647
2022,48191,1126
2020,48193,488
2021,48193,1388
2022,48193,1984
2020,48195,588
2021,48195,1277
2022,48195,1981
2020,48197,255
2021,48197,463
2022,48197,560
2020,48199,3354
2021,48199,10652
2022,48199,12364
2020,48201,234736
2021,48201,648088
2022,48201,1095501
2020,48203,2418
2021,48203,9526
2022,48203,13761
2020,48205,316
2021,48205,1000
2022,48205,1373
2020,48207,311
2021,48207,686
2022,48207,910
2020,48209,11686
2021,48209,36017
2022,48209,61607
2020,48211,339
2021,48211,817
2022,48211,1260
2020,48213,3527
2021,48213,10251
2022,48213,15700
2020,48215,49587
2021,48215,120675
2022,48215,219089
2020,48217,2161
2021,48217,6042
2022,48217,9104
2020,48219,1871
2021,48219,4668
2022,48219,7927
2020,48221,3825
2021,48221,10261
2022,48221,13698
2020,48223,2242
2021,48223,6407
2022,48223,7346
2020,48225,1072
2021,48225,3006
2022,48225,4324
2020,48227,3918
2021,48227,5992
2022,48227,7001
2020,48229,437
2021,48229,631
2022,48229,1075
2020,48231,3666
2021,48231,11567
2022,48231,16197
2020,48233,1161
2021,48233,4407
2022,48233,6874
2020,48235,68
2021,48235,211
2022,48235,479
2020,48237,412
2021,48237,1068
2022,48237,1554
2020,48239,1074
2021,48239,2809
